group,subject_number,block,task,central_task_accuracy,central_task_signal,central_task_decision,central_task_confidence,peripheral_task_accuracy,peripheral_task_signal,peripheral_task_decision,peripheral_task_confidence,central_frames,peripheral_frames,gabor_alpha_contrast,peripheral_task_reaction_time
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,1,18,23,0.2,14.21046851
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,1,18,23,0.192411878,15.63263832
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,1,18,23,0.184880719,1.982940139
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,3,18,23,0.177414326,1.698432171
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,1,18,23,0.205929132,1.899662405
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.199459132,3.100407825
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.193057906,33.26611298
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.186727951,7.366247816
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.180563763,1.466524243
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.174474709,2.049409105
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.16846118,1.516097596
organic,4,-24,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.162605217,2.76634274
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.156824039,5.149556399
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.179005496,2.583263953
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.173718098,3.633141635
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.168506126,3.083754619
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.163435276,1.483059644
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.158435174,2.38327898
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.153568092,3.69984017
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.148765846,1.099322658
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.144087199,1.199718778
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.139466722,4.149581319
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.134959639,1.066007184
organic,4,-23,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.130503677,2.882940102
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.126150526,2.065841803
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.121901013,1.666368378
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.117689908,2.982727561
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.113571269,5.882679571
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.109483927,2.649835998
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.10547816,1.599731767
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.10155416,0.916476838
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.097649266,1.015916168
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.09381547,0.733118641
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.089994394,6.982828375
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.08623422,0.782618365
organic,4,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.082535166,2.199368383
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.078837892,2.515858209
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.075192036,3.849329737
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.07159791,1.599238646
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.067995461,0.716418237
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.064435635,0.732451833
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.060862519,3.399456812
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.057323403,3.932698469
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.053819081,1.116067238
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.050292809,4.299497931
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.046793393,7.833353534
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.043321966,0.98325693
organic,4,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.039820996,3.882613872
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.036340881,1.549152538
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.032883189,1.032421362
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.029389641,0.899199868
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.025912333,1.482984128
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.022453351,2.899245556
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.018953762,1.199517527
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.01546743,1.165593015
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.029274442,6.899265568
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.026119252,1.249887953
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.022986395,2.149521662
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.019824997,1.716448066
organic,4,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.03196041,4.499819328
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.029049693,4.08315049
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.040259912,3.699885102
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.037543727,3.750102985
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.034855515,0.732861886
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.032156026,3.049541258
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.029479763,0.732946086
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.026827208,2.333251021
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.024198851,0.882807193
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.021555457,1.716360845
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.031563008,7.033092701
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.029075981,0.916254065
organic,4,-19,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.026612732,1.733279868
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.036252487,1.349823424
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.033919016,0.899575184
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.031578559,1.332991245
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.029261028,0.666167882
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.026966553,1.116685716
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.024695259,2.132631713
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.022414868,1.116231486
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.020154169,5.999583528
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.028788303,1.449480996
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.026634819,2.482986393
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.024503739,12.43276738
organic,4,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.03249552,0.932909914
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.030427132,7.182900947
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.028380217,1.26610392
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.036285445,0.982713591
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.034317583,0.632838061
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.032345948,0.865936501
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.03974847,1.366081681
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.037844223,0.78338561
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.035962319,1.849257619
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.034102547,2.232789956
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.032239147,3.316156045
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.030395096,3.349398268
organic,4,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.028570281,1.249421641
organic,4,-16,training_central_SOA,1,-1,-1,-3,.,.,.,.,18,23,0.026764588,.
organic,4,-16,training_central_SOA,0,1,-1,-1,.,.,.,.,14,23,0.026764588,.
organic,4,-16,training_central_SOA,1,1,1,1,.,.,.,.,24,23,0.026764588,.
organic,4,-16,training_central_SOA,1,1,1,1,.,.,.,.,22,23,0.026764588,.
organic,4,-16,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-16,training_central_SOA,0,-1,1,4,.,.,.,.,18,23,0.026764588,.
organic,4,-16,training_central_SOA,0,-1,1,4,.,.,.,.,24,23,0.026764588,.
organic,4,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,31,23,0.026764588,.
organic,4,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,29,23,0.026764588,.
organic,4,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,28,23,0.026764588,.
organic,4,-16,training_central_SOA,0,1,-1,-4,.,.,.,.,26,23,0.026764588,.
organic,4,-16,training_central_SOA,1,1,1,4,.,.,.,.,30,23,0.026764588,.
organic,4,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,29,23,0.026764588,.
organic,4,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,28,23,0.026764588,.
organic,4,-15,training_central_SOA,1,1,1,4,.,.,.,.,28,23,0.026764588,.
organic,4,-15,training_central_SOA,1,-1,-1,-3,.,.,.,.,27,23,0.026764588,.
organic,4,-15,training_central_SOA,1,1,1,4,.,.,.,.,27,23,0.026764588,.
organic,4,-15,training_central_SOA,1,1,1,4,.,.,.,.,26,23,0.026764588,.
organic,4,-15,training_central_SOA,1,1,1,4,.,.,.,.,26,23,0.026764588,.
organic,4,-15,training_central_SOA,1,1,1,4,.,.,.,.,25,23,0.026764588,.
organic,4,-15,training_central_SOA,1,1,1,4,.,.,.,.,25,23,0.026764588,.
organic,4,-15,training_central_SOA,1,-1,-1,-2,.,.,.,.,24,23,0.026764588,.
organic,4,-15,training_central_SOA,1,-1,-1,-3,.,.,.,.,23,23,0.026764588,.
organic,4,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,22,23,0.026764588,.
organic,4,-14,training_central_SOA,1,1,1,4,.,.,.,.,21,23,0.026764588,.
organic,4,-14,training_central_SOA,0,-1,1,3,.,.,.,.,20,23,0.026764588,.
organic,4,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,23,23,0.026764588,.
organic,4,-14,training_central_SOA,1,1,1,4,.,.,.,.,22,23,0.026764588,.
organic,4,-14,training_central_SOA,1,-1,-1,-3,.,.,.,.,21,23,0.026764588,.
organic,4,-14,training_central_SOA,1,1,1,4,.,.,.,.,21,23,0.026764588,.
organic,4,-14,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-14,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-14,training_central_SOA,0,-1,1,3,.,.,.,.,20,23,0.026764588,.
organic,4,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,21,23,0.026764588,.
organic,4,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,21,23,0.026764588,.
organic,4,-14,training_central_SOA,1,1,1,3,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,-1,-1,-3,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,1,1,4,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,-1,-1,-3,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,20,23,0.026764588,.
organic,4,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.026764588,.
organic,4,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.026764588,.
organic,4,-13,training_central_SOA,1,1,1,4,.,.,.,.,19,23,0.026764588,.
organic,4,-13,training_central_SOA,1,1,1,4,.,.,.,.,18,23,0.026764588,.
organic,4,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,18,23,0.026764588,.
organic,4,-12,training_central_SOA,1,1,1,3,.,.,.,.,17,23,0.026764588,.
organic,4,-12,training_central_SOA,1,1,1,3,.,.,.,.,16,23,0.026764588,.
organic,4,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,15,23,0.026764588,.
organic,4,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,14,23,0.026764588,.
organic,4,-12,training_central_SOA,0,-1,1,3,.,.,.,.,12,23,0.026764588,.
organic,4,-12,training_central_SOA,1,-1,-1,-3,.,.,.,.,16,23,0.026764588,.
organic,4,-12,training_central_SOA,1,-1,-1,-3,.,.,.,.,15,23,0.026764588,.
organic,4,-12,training_central_SOA,1,1,1,4,.,.,.,.,15,23,0.026764588,.
organic,4,-12,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-12,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-12,training_central_SOA,0,-1,1,4,.,.,.,.,13,23,0.026764588,.
organic,4,-12,training_central_SOA,1,1,1,3,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,0,1,-1,-4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,0,-1,1,3,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,15,23,0.026764588,.
organic,4,-11,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,0,-1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-11,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,-1,-1,-4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,0,-1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,-1,-1,-4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-10,training_central_SOA,0,1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,1,1,3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,1,1,3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,0,1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,-1,-1,-2,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,0,1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.026764588,.
organic,4,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-1,1,1,1,1,14,23,0.028102818,10.93105788
organic,4,-8,training_diverted_attention_contrast_threshold,1,1,1,1,0,-1,1,1,14,23,0.024510905,13.18218203
organic,4,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,1,-1,-1,14,23,0.038561755,3.81655647
organic,4,-8,training_diverted_attention_contrast_threshold,1,1,1,1,1,-1,-1,-4,14,23,0.051341026,4.316557791
organic,4,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.048212557,4.599880533
organic,4,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.045116444,2.365994082
organic,4,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-1,0,-1,1,1,14,23,0.042055211,8.533042672
organic,4,-8,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,14,23,0.053576084,2.532823297
organic,4,-8,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,14,23,0.050700126,3.666184496
organic,4,-8,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,1,14,23,0.047816234,3.516064369
organic,4,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.058838964,2.816018417
organic,4,-8,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,-1,-1,-4,14,23,0.056111306,3.89941962
organic,4,-7,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,1,14,23,0.053415749,3.466094934
organic,4,-7,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,1,14,23,0.050753663,1.999108154
organic,4,-7,training_diverted_attention_contrast_threshold,0,1,-1,-1,1,-1,-1,-4,14,23,0.060854557,2.666318159
organic,4,-7,training_diverted_attention_contrast_threshold,1,1,1,3,0,1,-1,-1,14,23,0.058286683,3.683502244
organic,4,-7,training_diverted_attention_contrast_threshold,0,-1,1,2,0,-1,1,1,14,23,0.068065624,2.866298978
organic,4,-7,training_diverted_attention_contrast_threshold,0,-1,1,2,1,-1,-1,-4,14,23,0.077527673,3.482990169
organic,4,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.075154107,6.249652342
organic,4,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,14,23,0.072809595,2.982775137
organic,4,-7,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,3,14,23,0.070462514,4.649581886
organic,4,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,2,14,23,0.068142265,5.499502537
organic,4,-7,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,2,14,23,0.065849569,5.99948649
organic,4,-7,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,2,14,23,0.07472885,3.16653659
organic,4,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,14,23,0.072525103,3.616277739
organic,4,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,2,14,23,0.070319379,3.516110433
organic,4,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,2,14,23,0.068139228,2.432821749
organic,4,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-3,0,-1,1,1,14,23,0.06598515,2.315883054
organic,4,-6,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,1,14,23,0.07431961,11.48296261
organic,4,-6,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,14,23,0.072241644,3.81588362
organic,4,-6,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,14,23,0.080033584,2.632879972
organic,4,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,3,14,23,0.087778711,3.216153364
organic,4,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.08578507,1.599381372
organic,4,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,14,23,0.083815991,4.715970426
organic,4,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,14,23,0.091553526,1.116010979
organic,4,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,14,23,0.098834624,0.949272383
organic,4,-5,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,14,23,0.106123994,1.416374702
organic,4,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,14,23,0.113425946,1.632554497
organic,4,-5,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,2,14,23,0.120743567,13.38283683
organic,4,-5,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,3,14,23,0.118915831,2.782621008
organic,4,-5,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,14,23,0.117109164,2.749151481
organic,4,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-1,1,-1,-1,-4,14,23,0.115323747,3.682608888
organic,4,-5,training_diverted_attention_contrast_threshold,0,-1,1,2,1,-1,-1,-4,14,23,0.113559727,4.615916394
organic,4,-5,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,14,23,0.111817212,3.299300456
organic,4,-5,training_diverted_attention_contrast_threshold,0,1,-1,-3,1,-1,-1,-4,14,23,0.110072618,7.68280825
organic,4,-5,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,2,14,23,0.108347739,9.916198183
organic,4,-5,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,1,14,23,0.106642687,3.649966263
organic,4,-5,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,3,14,23,0.104957543,3.633187323
organic,4,-4,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,2,14,23,0.103292361,5.69975748
organic,4,-4,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,14,23,0.10986521,1.833290478
organic,4,-4,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,1,14,23,0.108219405,2.333044484
organic,4,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,2,14,23,0.106592304,2.199454094
organic,4,-4,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,14,23,0.112865141,4.11609971
organic,4,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,3,14,23,0.111256594,3.68292077
organic,4,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,4,14,23,0.109665641,2.566014547
organic,4,-4,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,14,23,0.115667392,4.749210006
organic,4,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,2,14,23,0.114112725,3.966155913
organic,4,-4,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,14,23,0.112576243,3.849407519
organic,4,-4,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,2,14,23,0.111037798,14.59955846
organic,4,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,2,14,23,0.109515974,2.616400831
organic,4,-3,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,2,14,23,0.108010775,8.699415014
organic,4,-3,training_diverted_attention_contrast_threshold,0,-1,1,3,0,-1,1,3,14,23,0.10652219,4.932764923
organic,4,-3,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,3,14,23,0.112265943,5.665848827
organic,4,-3,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,2,14,23,0.117790118,2.016066445
organic,4,-3,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,2,14,23,0.116329466,7.132809553
organic,4,-3,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,2,14,23,0.114885176,1.849211932
organic,4,-3,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,3,14,23,0.12052406,5.549579205
organic,4,-3,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,2,14,23,0.125958043,13.79970503
organic,4,-3,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,14,23,0.124537926,3.166512802
