group,subject_number,block,task,central_task_accuracy,central_task_signal,central_task_decision,central_task_confidence,peripheral_task_accuracy,peripheral_task_signal,peripheral_task_decision,peripheral_task_confidence,central_frames,peripheral_frames,gabor_alpha_contrast,peripheral_task_reaction_time
organic,4,-3,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,4,14,23,0.123133907,1.782925716
organic,4,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,2,14,23,0.128685912,2.916387729
organic,4,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,2,14,23,0.134044908,1.782998589
organic,4,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,2,14,23,0.132662072,1.082607528
organic,4,-2,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,2,14,23,0.137832778,3.215998179
organic,4,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,2,14,23,0.143142363,2.466283724
organic,4,-2,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,2,14,23,0.141780201,12.14992718
organic,4,-2,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,14,23,0.140415597,3.49999377
organic,4,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,14,23,0.145537853,3.149907549
organic,4,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,14,23,0.144198249,1.399871774
organic,4,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,14,23,0.142873579,1.866072807
organic,4,-2,training_diverted_attention_contrast_threshold,0,-1,1,3,0,-1,1,1,14,23,0.147819612,4.982888411
organic,4,-2,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,1,14,23,0.152910971,5.666579823
organic,4,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.15158706,1.016890704
organic,4,-2,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,1,14,23,0.150276837,1.749200567
organic,4,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-3,0,-1,1,1,14,23,0.155200459,1.800025222
organic,4,-1,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,1,14,23,0.16027193,7.982555762
organic,4,-1,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,1,14,23,0.158976657,1.266510575
organic,4,-1,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,1,14,23,0.163889344,3.016082681
organic,4,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,14,23,0.162616856,3.18280051
organic,4,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,14,23,0.161342031,2.016157442
organic,4,-1,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,1,14,23,0.160080181,0.966298261
organic,4,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,14,23,0.164829376,1.116394978
organic,4,-1,training_diverted_attention_contrast_threshold,0,-1,1,4,0,-1,1,1,14,23,0.169729851,2.449191392
organic,4,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,14,23,0.17449098,1.299483205
organic,4,-1,training_diverted_attention_contrast_threshold,0,1,-1,-4,0,-1,1,1,14,23,0.173250499,14.71637859
organic,4,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,14,23,0.178154594,2.366262919
organic,4,1,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,14,23,0.17691854,5.747283966
organic,4,1,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,14,23,0.175695381,2.915470207
organic,4,1,medium_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.174485054,2.932366198
organic,4,1,medium_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,14,23,0.173287488,3.61660699
organic,4,1,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,4,14,23,0.172102605,6.532880312
organic,4,1,medium_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,14,23,0.170914838,5.749525664
organic,4,1,medium_expectations_diverted_attentionert,1,-1,-1,-3,0,-1,1,2,14,23,0.169738724,2.09973271
organic,4,1,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.174177557,3.499487811
organic,4,1,medium_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.173020369,3.566087042
organic,4,1,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.171860563,2.416157593
organic,4,1,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,14,23,0.170711888,2.149659479
organic,4,1,medium_expectations_diverted_attentionert,0,-1,1,3,1,1,1,1,14,23,0.169574288,2.849473973
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,3,14,23,0.026764588,2.082671717
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,3.799405612
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,1.182811838
organic,4,2,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,2.999420036
organic,4,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.026764588,2.366165881
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,2.916116248
organic,4,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.026764588,1.432777194
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,1.099398174
organic,4,2,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,3.516627342
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,4.199449185
organic,4,2,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.816162275
organic,4,2,high_expectations_full_attention,.,.,.,.,0,-1,1,3,14,23,0.026764588,2.916387351
organic,4,3,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,2,14,23,0.168447704,2.432808911
organic,4,3,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,3,14,23,0.168447704,3.299491889
organic,4,3,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,14,23,0.168447704,14.56598283
organic,4,3,low_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-4,14,23,0.168447704,2.082548626
organic,4,3,low_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.168447704,3.265905312
organic,4,3,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,4,14,23,0.168447704,3.315960458
organic,4,3,low_expectations_diverted_attentionert,0,-1,1,3,1,1,1,4,14,23,0.168447704,3.199387262
organic,4,3,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,2,14,23,0.168447704,9.865976524
organic,4,3,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,14,23,0.168447704,2.715993837
organic,4,3,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.168447704,1.382815311
organic,4,3,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,2,14,23,0.168447704,4.5992209
organic,4,3,low_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.168447704,2.966066049
organic,4,4,high_expectations_diverted_attentionert,1,1,1,3,1,1,1,4,14,23,0.168447704,2.499597688
organic,4,4,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.168447704,3.53244194
organic,4,4,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.168447704,3.466295052
organic,4,4,high_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,14,23,0.168447704,2.349530044
organic,4,4,high_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-4,14,23,0.168447704,8.449118896
organic,4,4,high_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,14,23,0.168447704,1.666083682
organic,4,4,high_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.168447704,3.416347894
organic,4,4,high_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-4,14,23,0.168447704,2.198745374
organic,4,4,high_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,14,23,0.168447704,4.482660918
organic,4,4,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.168447704,2.782654235
organic,4,4,high_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-4,14,23,0.168447704,6.198822401
organic,4,4,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,14,23,0.168447704,4.116010979
organic,4,5,low_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,2.699193374
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,2.182945501
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.53254502
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.016009808
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.066009827
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.382660125
organic,4,5,low_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,2.566219195
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.333419044
organic,4,5,low_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.026764588,2.133418213
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.665954927
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.983212375
organic,4,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.026764588,1.349693159
organic,4,6,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026764588,1.249502065
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.033820168,0.982733225
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.032050589,1.165970974
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.030299354,1.482516305
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028566331,0.815468282
organic,4,6,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.026851387,5.799404102
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.033548685,4.016264298
organic,4,6,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.031864128,3.466404927
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.038210256,1.467006792
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.036572296,1.915947092
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.034953088,1.865963309
organic,4,6,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.033331186,1.048818191
organic,4,7,high_expectations_full_attention,.,.,.,.,0,-1,1,3,14,23,0.031725826,3.499355658
organic,4,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.031725826,1.832874006
organic,4,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.031725826,1.916186856
organic,4,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.031725826,1.883102084
organic,4,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.031725826,1.966033199
organic,4,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.031725826,2.082568638
organic,4,7,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.031725826,4.532919202
organic,4,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.031725826,1.116484087
organic,4,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.031725826,3.032521044
organic,4,7,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.031725826,2.699472784
organic,4,7,high_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.031725826,4.849432817
organic,4,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.031725826,2.866186459
organic,4,8,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.168447704,1.882710155
organic,4,8,high_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.168447704,1.816007845
organic,4,8,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.168447704,1.666331375
organic,4,8,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,14,23,0.168447704,3.916584448
organic,4,8,high_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,14,23,0.168447704,1.999689251
organic,4,8,high_expectations_diverted_attentionert,1,1,1,3,1,1,1,2,14,23,0.168447704,7.366171922
organic,4,8,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,14,23,0.168447704,2.916334867
organic,4,8,high_expectations_diverted_attentionert,0,-1,1,3,1,1,1,3,14,23,0.168447704,3.516077206
organic,4,8,high_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,14,23,0.168447704,2.866326919
organic,4,8,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.168447704,1.465900102
organic,4,8,high_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.168447704,2.483511231
organic,4,8,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.168447704,5.116620017
organic,4,9,medium_expectations_diverted_attentionert,1,1,1,3,0,-1,1,2,14,23,0.168447704,5.499604484
organic,4,9,medium_expectations_diverted_attentionert,1,1,1,2,1,1,1,2,14,23,0.172739904,4.833026926
organic,4,9,medium_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,14,23,0.171616958,2.632904515
organic,4,9,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,2,14,23,0.170504616,3.216235677
organic,4,9,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.169402818,2.866294447
organic,4,9,medium_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,14,23,0.168311501,5.882661825
organic,4,9,medium_expectations_diverted_attentionert,1,-1,-1,-3,0,1,-1,-3,14,23,0.167230599,6.582885617
organic,4,9,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.17138586,2.182701206
organic,4,9,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.170307731,1.965771536
organic,4,9,medium_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,14,23,0.169239648,2.782487722
organic,4,9,medium_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-4,14,23,0.168181546,1.215830155
organic,4,9,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-4,14,23,0.167133358,8.216560397
organic,4,10,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.031725826,3.432941442
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.037779976,1.765922115
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.036216482,0.849506823
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.034670645,0.899296529
organic,4,10,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.033121891,0.849322186
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.038905269,0.783302164
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.037393978,5.332640095
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,1,1,3,14,23,0.035899513,2.099445749
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.034421658,1.265913619
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.032940662,2.416256897
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.0314744,1.282961397
organic,4,10,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.030022718,1.46650763
organic,4,11,low_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.171166387,6.932680345
organic,4,11,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,2,14,23,0.171166387,4.149470311
organic,4,11,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,2,14,23,0.171166387,4.43259369
organic,4,11,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,2,14,23,0.171166387,5.433066421
organic,4,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.171166387,2.36641584
organic,4,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.171166387,1.249291375
organic,4,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,14,23,0.171166387,3.216315724
organic,4,11,low_expectations_diverted_attentionert,0,1,-1,-3,0,-1,1,3,14,23,0.171166387,12.29898857
organic,4,11,low_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.171166387,1.466242945
organic,4,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.171166387,1.34937297
organic,4,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,14,23,0.171166387,5.799497742
organic,4,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,14,23,0.171166387,1.882598391
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,3,14,23,0.028585467,4.916299752
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,3,14,23,0.028585467,4.116117834
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,1.116279061
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,1.166163918
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,0.899204777
organic,4,12,low_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.028585467,1.84938713
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,2.065958098
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,1.699594365
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,2.566355125
organic,4,12,low_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.028585467,1.582798396
organic,4,12,low_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.028585467,1.116162766
organic,4,12,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,1.132931134
organic,4,13,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,14,23,0.171166387,2.716293258
organic,4,13,high_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,14,23,0.171166387,1.832626313
organic,4,13,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.171166387,2.083120661
organic,4,13,high_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,14,23,0.171166387,4.149760293
organic,4,13,high_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.171166387,6.399355243
organic,4,13,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,3,14,23,0.171166387,2.115804442
organic,4,13,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,14,23,0.171166387,2.249656496
organic,4,13,high_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,14,23,0.171166387,2.016459507
organic,4,13,high_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,14,23,0.171166387,1.649535443
organic,4,13,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,3,14,23,0.171166387,2.616349858
organic,4,13,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,14,23,0.171166387,2.366379592
organic,4,13,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,14,23,0.171166387,2.382822863
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.028585467,2.349506634
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.027162496,1.266379177
organic,4,14,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.025753657,1.066214853
organic,4,14,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,14,23,0.031303142,1.632499748
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.036626513,0.916110207
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.035251304,2.066029083
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.033890897,1.216393506
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.032526916,1.34939638
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.031176129,1.816235526
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02983839,0.982669792
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,1,1,3,14,23,0.028513555,1.2827643
organic,4,14,medium_expectations_full_attention,.,.,.,.,1,1,1,3,14,23,0.027201482,1.099584321
organic,4,15,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.02590203,1.816427715
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02590203,2.066188045
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02590203,1.049488397
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.02590203,1.049790084
organic,4,15,high_expectations_full_attention,.,.,.,.,1,1,1,3,14,23,0.02590203,3.29958855
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.02590203,0.933319589
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.02590203,0.733316493
organic,4,15,high_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.02590203,3.299402025
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02590203,1.616166353
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02590203,1.799777907
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02590203,1.566122912
organic,4,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,14,23,0.02590203,1.899586133
organic,4,16,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.02590203,3.716517919
organic,4,16,low_expectations_full_attention,.,.,.,.,1,1,1,4,14,23,0.02590203,0.832959717
organic,4,16,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.02590203,1.466106261
organic,4,16,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,14,23,0.02590203,2.716107866
